"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0.0811594202898551,0.0898550724637681,0.0550724637681159,0.0463768115942029,0.0289855072463768,0.0376811594202899,0.0289855072463768,0.0898550724637681,0.072463768115942,0.202898550724638,0.0376811594202899,0.063768115942029,0.0463768115942029,0.0898550724637681,0.0289855072463768
"2",0.0698412698412698,0.126984126984127,0.0412698412698413,0.0412698412698413,0.0412698412698413,0.0317460317460317,0.0412698412698413,0.0603174603174603,0.0984126984126984,0.165079365079365,0.0507936507936508,0.0507936507936508,0.0698412698412698,0.0793650793650794,0.0317460317460317
"3",0.0786163522012579,0.135220125786164,0.0408805031446541,0.0408805031446541,0.0408805031446541,0.050314465408805,0.050314465408805,0.059748427672956,0.106918238993711,0.106918238993711,0.0314465408805031,0.0691823899371069,0.050314465408805,0.0974842767295598,0.0408805031446541
"4",0.059190031152648,0.0965732087227414,0.0311526479750779,0.0311526479750779,0.0311526479750779,0.059190031152648,0.0498442367601246,0.0404984423676013,0.0965732087227414,0.124610591900312,0.0404984423676013,0.0872274143302181,0.059190031152648,0.133956386292835,0.059190031152648
"5",0.0536723163841808,0.0790960451977401,0.0282485875706215,0.0282485875706215,0.0621468926553672,0.0451977401129944,0.0451977401129944,0.0282485875706215,0.104519774011299,0.104519774011299,0.0536723163841808,0.0451977401129944,0.0706214689265537,0.189265536723164,0.0621468926553672
"6",0.12463768115942,0.0550724637681159,0.0289855072463768,0.0550724637681159,0.0376811594202899,0.0376811594202899,0.0550724637681159,0.0289855072463768,0.12463768115942,0.0811594202898551,0.0463768115942029,0.0985507246376812,0.0376811594202899,0.133333333333333,0.0550724637681159
"7",0.141914191419142,0.0528052805280528,0.033003300330033,0.0429042904290429,0.0429042904290429,0.033003300330033,0.0528052805280528,0.0726072607260726,0.0825082508250825,0.0825082508250825,0.0429042904290429,0.0627062706270627,0.0528052805280528,0.122112211221122,0.0825082508250825
"8",0.262820512820513,0.0320512820512821,0.0416666666666667,0.0320512820512821,0.0608974358974359,0.0608974358974359,0.0416666666666667,0.0608974358974359,0.0897435897435897,0.0416666666666667,0.0416666666666667,0.108974358974359,0.0320512820512821,0.0512820512820513,0.0416666666666667
"9",0.279365079365079,0.0317460317460317,0.0603174603174603,0.0507936507936508,0.0507936507936508,0.0412698412698413,0.0412698412698413,0.0507936507936508,0.0888888888888889,0.0603174603174603,0.0412698412698413,0.0793650793650794,0.0412698412698413,0.0412698412698413,0.0412698412698413
"10",0.221354166666667,0.111979166666667,0.0260416666666667,0.0338541666666667,0.0651041666666667,0.0807291666666667,0.0260416666666667,0.0260416666666667,0.0885416666666667,0.0494791666666667,0.0260416666666667,0.0807291666666667,0.0494791666666667,0.0651041666666667,0.0494791666666667
"11",0.140804597701149,0.132183908045977,0.028735632183908,0.0632183908045977,0.0804597701149425,0.0459770114942529,0.0373563218390805,0.0632183908045977,0.0804597701149425,0.0545977011494253,0.028735632183908,0.0632183908045977,0.0373563218390805,0.0804597701149425,0.0632183908045977
"12",0.117486338797814,0.117486338797814,0.0437158469945355,0.0846994535519126,0.092896174863388,0.0437158469945355,0.0519125683060109,0.0355191256830601,0.092896174863388,0.0355191256830601,0.0273224043715847,0.0519125683060109,0.0273224043715847,0.109289617486339,0.0683060109289618
"13",0.063973063973064,0.063973063973064,0.0336700336700337,0.114478114478114,0.114478114478114,0.0336700336700337,0.063973063973064,0.063973063973064,0.104377104377104,0.0437710437710438,0.0336700336700337,0.0538720538720539,0.0538720538720539,0.0740740740740741,0.0841750841750842
"14",0.0685358255451713,0.0778816199376947,0.0404984423676013,0.152647975077882,0.0685358255451713,0.0498442367601246,0.0404984423676013,0.059190031152648,0.0965732087227414,0.0404984423676013,0.0404984423676013,0.0498442367601246,0.0685358255451713,0.0498442367601246,0.0965732087227414
"15",0.0460992907801418,0.0673758865248227,0.0354609929078014,0.205673758865248,0.0567375886524823,0.0354609929078014,0.0460992907801418,0.0886524822695035,0.0780141843971631,0.0567375886524823,0.0354609929078014,0.0460992907801418,0.0567375886524823,0.0567375886524823,0.0886524822695035
"16",0.0823970037453184,0.048689138576779,0.0374531835205993,0.149812734082397,0.0599250936329588,0.0599250936329588,0.048689138576779,0.0599250936329588,0.0599250936329588,0.0374531835205993,0.048689138576779,0.0823970037453184,0.0599250936329588,0.0711610486891386,0.0936329588014981
"17",0.118143459915612,0.0548523206751055,0.0548523206751055,0.118143459915612,0.080168776371308,0.0548523206751055,0.0548523206751055,0.0421940928270042,0.0675105485232068,0.0548523206751055,0.0421940928270042,0.080168776371308,0.0421940928270042,0.0548523206751055,0.080168776371308
"18",0.147186147186147,0.0432900432900433,0.0432900432900433,0.0822510822510823,0.0562770562770563,0.0822510822510823,0.0822510822510823,0.0562770562770563,0.0822510822510823,0.0562770562770563,0.0432900432900433,0.0822510822510823,0.0432900432900433,0.0432900432900433,0.0562770562770563
"19",0.0613026819923372,0.0383141762452107,0.049808429118774,0.0727969348659004,0.0727969348659004,0.049808429118774,0.0727969348659004,0.0613026819923372,0.187739463601533,0.0727969348659004,0.0383141762452107,0.0613026819923372,0.049808429118774,0.049808429118774,0.0613026819923372
"20",0.0711610486891386,0.048689138576779,0.048689138576779,0.0711610486891386,0.0936329588014981,0.0599250936329588,0.0711610486891386,0.048689138576779,0.172284644194757,0.048689138576779,0.048689138576779,0.0599250936329588,0.0711610486891386,0.048689138576779,0.0374531835205993
"21",0.0897435897435897,0.0993589743589744,0.0416666666666667,0.0512820512820513,0.0608974358974359,0.0608974358974359,0.0512820512820513,0.0608974358974359,0.0993589743589744,0.0897435897435897,0.0320512820512821,0.0512820512820513,0.0608974358974359,0.0897435897435897,0.0608974358974359
"22",0.188172043010753,0.0349462365591398,0.0672043010752688,0.0268817204301075,0.0833333333333333,0.043010752688172,0.0591397849462366,0.0268817204301075,0.0349462365591398,0.147849462365591,0.043010752688172,0.0752688172043011,0.0268817204301075,0.0913978494623656,0.0510752688172043
"23",0.225419664268585,0.0383693045563549,0.052757793764988,0.0239808153477218,0.0599520383693046,0.0383693045563549,0.0743405275779377,0.0455635491606715,0.0383693045563549,0.211031175059952,0.0311750599520384,0.0455635491606715,0.0239808153477218,0.0455635491606715,0.0455635491606715
"24",0.206812652068127,0.0535279805352798,0.0389294403892944,0.0389294403892944,0.0608272506082725,0.0462287104622871,0.097323600973236,0.024330900243309,0.0389294403892944,0.192214111922141,0.024330900243309,0.0608272506082725,0.024330900243309,0.0462287104622871,0.0462287104622871
"25",0.172619047619048,0.0476190476190476,0.0297619047619048,0.0476190476190476,0.0565476190476191,0.0386904761904762,0.0654761904761905,0.0297619047619048,0.0565476190476191,0.181547619047619,0.0654761904761905,0.0565476190476191,0.0297619047619048,0.0565476190476191,0.0654761904761905
"26",0.0825958702064897,0.056047197640118,0.056047197640118,0.056047197640118,0.0383480825958702,0.0383480825958702,0.126843657817109,0.0294985250737463,0.0383480825958702,0.171091445427729,0.0471976401179941,0.0825958702064897,0.0825958702064897,0.056047197640118,0.0383480825958702
"27",0.0648967551622419,0.0471976401179941,0.0737463126843658,0.117994100294985,0.056047197640118,0.0471976401179941,0.056047197640118,0.056047197640118,0.056047197640118,0.144542772861357,0.0383480825958702,0.0471976401179941,0.0471976401179941,0.0914454277286136,0.056047197640118
"28",0.061624649859944,0.061624649859944,0.0448179271708684,0.162464985994398,0.0448179271708684,0.0700280112044818,0.0448179271708684,0.0448179271708684,0.0364145658263305,0.2296918767507,0.0280112044817927,0.0448179271708684,0.0364145658263305,0.0280112044817927,0.061624649859944
"29",0.0463768115942029,0.0811594202898551,0.0376811594202899,0.133333333333333,0.0550724637681159,0.0463768115942029,0.0550724637681159,0.0811594202898551,0.0289855072463768,0.211594202898551,0.0376811594202899,0.0289855072463768,0.063768115942029,0.0463768115942029,0.0463768115942029
"30",0.0493827160493827,0.0401234567901235,0.0308641975308642,0.0771604938271605,0.0771604938271605,0.0401234567901235,0.0679012345679012,0.058641975308642,0.0679012345679012,0.299382716049383,0.0308641975308642,0.0308641975308642,0.0401234567901235,0.0493827160493827,0.0401234567901235
"31",0.0446735395189004,0.0446735395189004,0.0343642611683849,0.0343642611683849,0.0549828178694158,0.0446735395189004,0.0549828178694158,0.0549828178694158,0.0652920962199313,0.261168384879725,0.0343642611683849,0.0343642611683849,0.0652920962199313,0.0962199312714777,0.0756013745704467
"32",0.0816993464052288,0.0522875816993464,0.0326797385620915,0.0522875816993464,0.101307189542484,0.0522875816993464,0.042483660130719,0.042483660130719,0.0326797385620915,0.326797385620915,0.0326797385620915,0.0326797385620915,0.042483660130719,0.0326797385620915,0.042483660130719
"33",0.11231884057971,0.0471014492753623,0.036231884057971,0.0471014492753623,0.11231884057971,0.0688405797101449,0.036231884057971,0.0471014492753623,0.036231884057971,0.242753623188406,0.036231884057971,0.0471014492753623,0.0471014492753623,0.036231884057971,0.0471014492753623
"34",0.112449799196787,0.0401606425702811,0.0522088353413655,0.0401606425702811,0.172690763052209,0.0522088353413655,0.0401606425702811,0.0401606425702811,0.0401606425702811,0.172690763052209,0.0642570281124498,0.0401606425702811,0.0522088353413655,0.0401606425702811,0.0401606425702811
"35",0.0383141762452107,0.049808429118774,0.0613026819923372,0.0613026819923372,0.187739463601533,0.0613026819923372,0.049808429118774,0.049808429118774,0.049808429118774,0.0957854406130268,0.0613026819923372,0.049808429118774,0.0383141762452107,0.0613026819923372,0.0842911877394636
"36",0.0727969348659004,0.0613026819923372,0.0727969348659004,0.049808429118774,0.199233716475096,0.049808429118774,0.0383141762452107,0.049808429118774,0.049808429118774,0.0383141762452107,0.0727969348659004,0.0383141762452107,0.049808429118774,0.049808429118774,0.10727969348659
"37",0.0850340136054422,0.0340136054421769,0.054421768707483,0.054421768707483,0.0952380952380952,0.054421768707483,0.0442176870748299,0.0442176870748299,0.054421768707483,0.054421768707483,0.054421768707483,0.0748299319727891,0.0340136054421769,0.054421768707483,0.207482993197279
"38",0.118055555555556,0.0659722222222222,0.0972222222222222,0.0347222222222222,0.0451388888888889,0.0451388888888889,0.0659722222222222,0.0451388888888889,0.0659722222222222,0.0451388888888889,0.0347222222222222,0.0659722222222222,0.0347222222222222,0.0659722222222222,0.170138888888889
"39",0.0924092409240924,0.0429042904290429,0.0627062706270627,0.0528052805280528,0.0627062706270627,0.0528052805280528,0.0726072607260726,0.0429042904290429,0.0429042904290429,0.0429042904290429,0.0528052805280528,0.102310231023102,0.033003300330033,0.0924092409240924,0.151815181518152
"40",0.0480480480480481,0.0660660660660661,0.0570570570570571,0.0930930930930931,0.111111111111111,0.0570570570570571,0.0570570570570571,0.03003003003003,0.0660660660660661,0.039039039039039,0.03003003003003,0.03003003003003,0.0480480480480481,0.138138138138138,0.129129129129129
"41",0.0633333333333333,0.0533333333333333,0.0333333333333333,0.0733333333333333,0.133333333333333,0.103333333333333,0.0933333333333333,0.0833333333333333,0.0333333333333333,0.0533333333333333,0.0333333333333333,0.0333333333333333,0.0433333333333333,0.113333333333333,0.0533333333333333
"42",0.0446735395189004,0.0343642611683849,0.0343642611683849,0.0756013745704467,0.147766323024055,0.127147766323024,0.0859106529209622,0.0549828178694158,0.0446735395189004,0.0549828178694158,0.0549828178694158,0.0446735395189004,0.0446735395189004,0.0962199312714777,0.0549828178694158
"43",0.0675105485232068,0.0421940928270042,0.0548523206751055,0.080168776371308,0.105485232067511,0.105485232067511,0.0675105485232068,0.0548523206751055,0.0548523206751055,0.080168776371308,0.0421940928270042,0.0421940928270042,0.0675105485232068,0.080168776371308,0.0548523206751055
"44",0.0401606425702811,0.0401606425702811,0.0522088353413655,0.0642570281124498,0.0883534136546185,0.112449799196787,0.0522088353413655,0.0401606425702811,0.0642570281124498,0.0763052208835341,0.0401606425702811,0.0522088353413655,0.0642570281124498,0.160642570281124,0.0522088353413655
"45",0.0642570281124498,0.0522088353413655,0.0642570281124498,0.0522088353413655,0.0883534136546185,0.100401606425703,0.0522088353413655,0.0522088353413655,0.0522088353413655,0.0763052208835341,0.0642570281124498,0.0763052208835341,0.0401606425702811,0.100401606425703,0.0642570281124498
"46",0.0427350427350427,0.0555555555555556,0.0427350427350427,0.0683760683760684,0.0811965811965812,0.145299145299145,0.0555555555555556,0.0555555555555556,0.0555555555555556,0.0683760683760684,0.0427350427350427,0.0683760683760684,0.0811965811965812,0.094017094017094,0.0427350427350427
"47",0.040650406504065,0.0528455284552846,0.040650406504065,0.0528455284552846,0.0528455284552846,0.126016260162602,0.0650406504065041,0.0772357723577236,0.0528455284552846,0.040650406504065,0.0528455284552846,0.0650406504065041,0.0650406504065041,0.17479674796748,0.040650406504065
"48",0.0509803921568628,0.0745098039215686,0.0745098039215686,0.0627450980392157,0.0745098039215686,0.0745098039215686,0.0509803921568628,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0627450980392157,0.227450980392157,0.0509803921568628
"49",0.0573476702508961,0.0465949820788531,0.0465949820788531,0.03584229390681,0.0788530465949821,0.0573476702508961,0.0465949820788531,0.0573476702508961,0.0573476702508961,0.0573476702508961,0.0465949820788531,0.03584229390681,0.0465949820788531,0.272401433691756,0.0573476702508961
"50",0.0833333333333333,0.043010752688172,0.0833333333333333,0.0268817204301075,0.0672043010752688,0.0349462365591398,0.0268817204301075,0.0268817204301075,0.0349462365591398,0.0510752688172043,0.0591397849462366,0.0591397849462366,0.0268817204301075,0.325268817204301,0.0510752688172043
"51",0.063768115942029,0.0463768115942029,0.063768115942029,0.0376811594202899,0.0550724637681159,0.063768115942029,0.063768115942029,0.0376811594202899,0.072463768115942,0.0289855072463768,0.0376811594202899,0.0463768115942029,0.0463768115942029,0.289855072463768,0.0463768115942029
"52",0.064327485380117,0.0555555555555556,0.0730994152046784,0.0467836257309942,0.0730994152046784,0.0467836257309942,0.0467836257309942,0.0555555555555556,0.0555555555555556,0.0292397660818713,0.0555555555555556,0.0555555555555556,0.0467836257309942,0.239766081871345,0.0555555555555556
"53",0.043859649122807,0.043859649122807,0.12280701754386,0.0701754385964912,0.109649122807018,0.043859649122807,0.0701754385964912,0.0833333333333333,0.043859649122807,0.0570175438596491,0.0570175438596491,0.043859649122807,0.0833333333333333,0.0570175438596491,0.0701754385964912
"54",0.0675105485232068,0.0548523206751055,0.080168776371308,0.0675105485232068,0.080168776371308,0.0421940928270042,0.105485232067511,0.080168776371308,0.0675105485232068,0.0675105485232068,0.0675105485232068,0.0421940928270042,0.0675105485232068,0.0548523206751055,0.0548523206751055
"55",0.0606060606060606,0.106060606060606,0.0606060606060606,0.0833333333333333,0.0946969696969697,0.0833333333333333,0.071969696969697,0.0492424242424242,0.071969696969697,0.0378787878787879,0.0378787878787879,0.0378787878787879,0.0606060606060606,0.0606060606060606,0.0833333333333333
"56",0.0862745098039216,0.0745098039215686,0.0745098039215686,0.0745098039215686,0.109803921568627,0.0392156862745098,0.0862745098039216,0.0509803921568628,0.0627450980392157,0.0509803921568628,0.0392156862745098,0.0627450980392157,0.0627450980392157,0.0509803921568628,0.0745098039215686
"57",0.0753968253968254,0.0753968253968254,0.0396825396825397,0.0753968253968254,0.146825396825397,0.0873015873015873,0.0515873015873016,0.0515873015873016,0.0634920634920635,0.0634920634920635,0.0634920634920635,0.0515873015873016,0.0396825396825397,0.0515873015873016,0.0634920634920635
"58",0.0483091787439614,0.0628019323671498,0.0628019323671498,0.0772946859903382,0.0772946859903382,0.0917874396135266,0.0628019323671498,0.0917874396135266,0.0628019323671498,0.0483091787439614,0.0628019323671498,0.0772946859903382,0.0483091787439614,0.0483091787439614,0.0772946859903382
"59",0.0416666666666667,0.0416666666666667,0.0666666666666667,0.0791666666666667,0.0916666666666667,0.0791666666666667,0.0791666666666667,0.0541666666666667,0.0541666666666667,0.0916666666666667,0.0791666666666667,0.0791666666666667,0.0416666666666667,0.0666666666666667,0.0541666666666667
"60",0.03584229390681,0.0573476702508961,0.0788530465949821,0.100358422939068,0.154121863799283,0.0573476702508961,0.0465949820788531,0.0681003584229391,0.03584229390681,0.0788530465949821,0.03584229390681,0.0788530465949821,0.0465949820788531,0.0573476702508961,0.0681003584229391
"61",0.0336700336700337,0.0538720538720539,0.0740740740740741,0.0538720538720539,0.255892255892256,0.063973063973064,0.0437710437710438,0.0538720538720539,0.0336700336700337,0.0740740740740741,0.0437710437710438,0.0538720538720539,0.0336700336700337,0.063973063973064,0.063973063973064
"62",0.063973063973064,0.0437710437710438,0.063973063973064,0.0538720538720539,0.276094276094276,0.0740740740740741,0.0437710437710438,0.0538720538720539,0.0336700336700337,0.0841750841750842,0.063973063973064,0.0336700336700337,0.0437710437710438,0.0336700336700337,0.0336700336700337
"63",0.0606060606060606,0.0378787878787879,0.071969696969697,0.0492424242424242,0.253787878787879,0.0606060606060606,0.0606060606060606,0.0492424242424242,0.0606060606060606,0.0833333333333333,0.0378787878787879,0.0378787878787879,0.0378787878787879,0.0492424242424242,0.0492424242424242
